id,weibo_content,weibo_place,publish_time,publish_tool,up_num,retweet_num,comment_num
2056,青年是希望和未来，愿留学生们在海外多多弘扬中华民族的优秀传统艺术、西游文化、[猴子]王精神！[good][握手][耶],无,2017-02-05 12:29,iPhone 6 Plus,8448,96,304
2057,[泪][泪][泪][祈祷][祈祷][祈祷]六小龄童发文悼念冯其庸：永远的冯老,无,2017-02-05 11:10,iPhone 6 Plus,6898,79,405
2058,今天（正月初九）是玉皇大帝的诞辰日，2014年我曾在钱雁秋导演的电视剧 @石敢当之雄峙天东 中饰演玉皇大帝，该剧播出后有不少网民把我及历年的影视玉帝艺术形象进行对比，这是对我新艺术形象的关注和认可，传统玉帝的形象是高大威严的，我则更多的融入其大善和儒气。作为一个专业演员能去尝试各种不同类形、性格的角色，既是挑战也是荣幸。[握手][拳头][作揖]电视剧《石敢当之雄峙天东》片尾曲MV,无,2017-02-05 08:28,360安全浏览器,9442,256,590
2059,"转发理由:转发微博
原始用户: 北京日报客户端
转发内容: 【孙悟空成奥运形象大使？六小龄童有话说……】近日有消息称，日本漫画《龙珠》中的孙悟空成为2020东京奥运会形象大使！其实，孙悟空只是东京奥运会9个动漫形象大使中的一员，官方吉祥物还没确定。对此，六小龄童并不认为这是中国的艺术形象被外国抢走，“那个孙悟空并不是中国传统文化中的孙悟空。”孙悟空成奥运形象大使？却非来自中国，六小龄童有话说……",无,2017-02-04 18:11,360安全浏览器,3833,188,454
2060,多数网民朋友猜对了，我是在香港海洋公园参加了第十届“校园之星”两岸四地青少年艺术展示交流活动开幕盛典。2015年4月我曾到香港参加“两岸四地合一论坛”，并在香港中文大学、城市大学讲演。香港市民对内地游客态度很好，非常热情，大家有时间可以到东方之珠香港来游玩。,无,2017-02-04 17:55,360安全浏览器,5241,37,197
2061,"转发理由:情况属实。
原始用户: 汪粤_
转发内容: 我正在申请微博认证，认证信息为“中国戏曲学院大学教师”。请@六小龄童 @董董Dora @歌唱演员蒋牧含 转发此条微博帮我确认身份，多谢！！ 申请微博认证",无,2017-02-04 17:21,iPhone 6 Plus,3584,54,136
2062,猜猜我在香港的哪个位置？[呲牙],无,2017-02-04 15:00,iPhone 6 Plus,11610,65,802
2063,"转发理由:我们既然看到了宝强的努力，也有理由相信他今后的大成功。而且成长比成功更为重要！[good][握手][拳头]
原始用户: 王宝强
转发内容: 大家好，自电影上映之后，看到有人说我不适合做导演，还是回去做演员吧。宝宝想说，可是谁出生就能当导演？我也是在一直被说不适合当演员的声音中走过来的，如今却都认可了我的演员身份。我想应该给大家一个正确的引导，“努力”是可以改变一切的！《大闹天竺》是我第一次执导，虽有不足，但让我一直在进步，这是一次经验，总不能人生第一次的不足就那么的确定以后也成不了导演的说法，我想说万事没有绝对！一切皆有可能，更何况也得到了很多观众对我的鼓励与支持，我很感动！很欣慰！在这个学习的过程当中，也深知导演是个非常专业的事情，今后我要花更多的时间更多的努力。我会更有信心，经过“努力”是可以成为一位合格的导演，这一次是取经之旅，六小龄童老师告诉我：苦练72变，笑对九九八十一难！我能在印度艰苦的环境中完整的拍下来，再到今天能和全国观众见面，这对于我一个新人来说就是一种成功！我也希望每个有梦想的人经过“努力”奋斗！拼搏！终能成真！",无,2017-02-04 11:37,iPhone 6 Plus,8056,142,392
2064,"@新浪娱乐 ：[作揖][握手][祈祷]@光影先生1981 @酒至文亦来 @汪粤_ @马德华 @电影财迷官微 @麦丹影视上海有限公司 《财迷》六小龄童""双面人生""",无,2017-02-04 10:39,iPhone 6 Plus,6834,111,435
2065,感谢 @tcszg张胜  先生及组委会的邀请，我已连续5年赴香港参加中国关心下一代工作委员会公益文化中心等单位主办的“星耀香江”——“校园之星”两岸四地青少年艺术展演活动，昨天在香港海洋公园与一千多名孩子共同参加了第十届“校园之星”两岸四地青少年艺术展演活动的开幕式，希望孩子们继续发挥自己的特长，也希望全社会都来关注特长生们的健康成长，未来的大家、大师很可能就在他们中出现。@中国优秀特长生-北京  [握手][耶][作揖],无,2017-02-04 08:01,360安全浏览器,4505,44,140
2066,今天傍晚我在香港接受中国国际广播电台电话釆访：希望美[猴子]王孙悟空成为2022中国冬奥会的吉祥物，大家支持吗？[作揖][拳头][祈祷] @环球资讯广播  六小龄童接受环球资讯广播采访,无,2017-02-03 22:22,iPhone 6 Plus,7581,147,957
2067,"转发理由:六六大顺、八八久久[呲牙][good][耶]
原始用户: 大闹天竺
转发内容: 逢立春  六六大顺#大闹天竺#破6亿愿所有努力拼搏都能梦想成真[心][心]",无,2017-02-03 20:48,iPhone 6 Plus,4973,50,225
2068,"转发理由:[握手][good][耶]
原始用户: tcszg张胜
转发内容: ""星耀香江""亚洲青少年艺术人才盛典暨第十届""校园之星""两岸四地青少年艺术展示交流活动开幕盛典今天上午十一时在举世闻名的香港海洋公园隆重举行！来自全国包括港澳台近20个地区的青少年艺术人才及家长参加了本次盛会！开幕仪式由孩子们的老朋友周洲姐姐主持！两岸四地众多艺术家和专家出席了活动并致辞，香港著名教育家伍建新博士和著名音乐家刘锦坤先生合作的一首感恩父母的互动歌曲《月亮代表我的心》感动全场！当六小龄童老师出场的时候，全场彻底沸腾了，火爆程度无法形容！许多其他各国游客看到齐天大圣突然出现直呼:没想到，真的没想到！整个活动隆重、热烈、欢快，开创了青少年艺术类活动开幕式之先河，创造了历史！许多老师和家长都称赞说没想到开幕式可以搞得这么新颖！本次开幕式实施难度可想而知，但是我们还是成功了[胜利][胜利]真诚感谢给予本次活动大力支持的各位好朋友和为之付出辛苦的台前幕后的全体工作人员[祈祷][祈祷][祈祷]许多代表结束后都说:这下特长生中国真火了！[呲牙][强][强][胜利][胜利][拳头][拳头][抱拳][抱拳]@六小龄童工作室 @六小龄童 @酒至文亦来 @大愚 @媒体人马强 @红色小队长 @小浪 @田培培 @童声台 @王媛媛舞蹈 香港特别行政区 · 南区",无,2017-02-03 19:11,360安全浏览器,3438,28,165
2069,"转发理由:《大闹天竺》画得怎么样？[呲牙][握手][耶]
原始用户: 大闹天竺
转发内容: 据说这是大家眼中的#大闹天竺#…画得都hin精彩[酷][酷]，厉害了！#电影大闹天竺#",无,2017-02-03 15:55,iPhone 6 Plus,5099,51,210
2070,"转发理由:有人说孙悟空与冬奥会没有关联，其实他的拼搏、进取、不屈不挠、永不言败、乐观向上与“更高、更快、更强”的奥运精神相吻合，冬奥会是个最佳时机，可以让孙悟空成为世界认识中国的形象大使和中国与世界沟通的桥梁。
原始用户: 环球时报
转发内容: 【六小龄童谈“龙珠孙悟空”或成东京奥运形象大使：不认为文化遗产被抢】近日，有消息称日本漫画家鸟山明的作品《七龙珠》中的主角孙悟空或将成为2020东京奥运会的形象大使。一些中国网友认为，如果此事成真，中国的“孙悟空”就要被日本抢走了。《环球时报》就此事采访了86版《西游记》孙悟空扮演者六小龄童，他并不认为这是中国的艺术形象被外国抢走，“毕竟那个孙悟空并不是中国传统文化中的孙悟空。”http://t.cn/RxgGIBk",无,2017-02-03 13:04,360安全浏览器,4823,167,331
2071,假期“咻”的一下就过去了，取经之路又要起程。今天是第一天上班，愿美猴王的金箍棒替你赶走困乏累，告别假期综合症。收下我的开工红包（手机点）http://t.cn/RMTBXNf，充饱工作动力，#新春闻鸡起舞#，霸气展翅。,无,2017-02-03 11:00,微博 weibo.com,43799,516,1263
2072,@环球时报 [good][握手][耶]  ：六小龄童谈“龙珠孙悟空”或成东京奥运形象大使：不认为文化遗产被抢 http://t.cn/RxgG6et,无,2017-02-03 10:57,百度分享,4568,134,405
2073,我再一次以普通公民的身份，衷心地希望中国的美猴王孙悟空成为2022年冬奥会的吉祥物，敬请大家支持与关注重新设计的[猴子]王吉祥物给盛会带来吉祥 [作揖][作揖][作揖][祈祷][祈祷][祈祷]  @中国奥委会  @中国奥委会官网 @奥林匹克中国 @北京2022年冬奥会 孙悟空成东京奥运形象大使，中国非物质文化又被抢,无,2017-02-03 09:24,iPhone 6 Plus,14757,2064,1279
2074,新加坡昨天起《大闹天竺》来也[呲牙]感谢当地观众朋友的热情支持@王宝强 @大闹天竺 [握手][耶][作揖],无,2017-02-03 09:06,iPhone 6 Plus,5252,66,228
2075,"转发理由:[good][拳头][作揖]
原始用户: 王宝强
转发内容: 这些画面是电影故事里没有的故事，很多回忆，很多感激。感谢陪我走到现在的所有朋友们@cucn201白客 @岳云鹏 @柳岩 @林永健 @马浴柯 #陈佩斯#@朱时茂 @王祖藍 @刘昊然turbo @黄渤 @六小龄童 ，以及所有为电影付出的工作人员，更要感谢每一位观众，愿意来看我讲的故事。http://t.cn/Rx838kM",无,2017-02-02 21:37,360安全浏览器,5369,208,271
2076,衷心的希望海内外的观众朋友多多关注青少年儿童的特长培养与发展。[good][握手][耶] @中国优秀特长生-北京  @tcszg张胜  厉害了我的猴哥 | 六小龄童“大闹”了天竺不停手，又将“大闹”香港海洋公园！,无,2017-02-02 19:16,360安全浏览器,3416,37,134
2077,"转发理由:央视版《西游记》续集《受阻狮驼岭》中的狮驼岭、孔雀台的戏份都是在四川绵阳安县拍摄的，拍摄时得到了当地群众的大力支持，今天我参演的电影《大闹天竺》重走西游路在绵阳路演，希望继续得到绵阳观众的支持！
原始用户: 大闹天竺
转发内容: 【#大闹天竺# 欢闹中国行】#电影大闹天竺# 今日路演城市：德阳＋绵阳。武空@王宝强 唐森@cucn201白客 今天继续见面！",无,2017-02-02 13:45,iPhone 6 Plus,4011,63,228
2078,在我登机去香港参加少儿活动之前惊悉北京京剧院著名京剧表演艺术家、国家一级演员马增寿先生于1月31日17点30分在家中辞世，享年77岁，深感悲痛。马增寿先生在现代京剧《杜鹃山》中饰演反派毒蛇胆，1998年有幸有缘在《西游记》续集中与他合作，其饰演水德星君。马老的去世是中国京剧丑角艺术的一大损失，向家属表示诚挚的哀悼，愿马老一路走好！,无,2017-02-02 13:14,iPhone 6 Plus,6557,165,524
2079,新年第一站：应邀去香港参加少儿活动，愿大家吉祥如意，好事连连！[握手][作揖][祈祷],无,2017-02-02 08:40,iPhone 6 Plus,16069,92,671
2080,"转发理由:衷心地感谢观众朋友对电影《大闹天竺》的支持！[握手][耶][作揖]
原始用户: 大闹天竺
转发内容: 电影#电影大闹天竺#票房破5亿！此刻只有感恩！[心][心][心]感谢所有喜欢和支持我们的朋友。#大闹天竺#热映中。",无,2017-02-01 22:11,360安全浏览器,6663,71,485
2081,@王宝强 导演的  #电影大闹天竺#  将于2月2日在新加坡首映，1988年我曾与西游记艺术团赴新加坡演出，原定演出7场，结果演了10场，受到了当地观众的热烈欢迎与，新加坡现总理李显龙当时率全家观看演出并去后台看望我们。后来几次去新加坡参加活动，受到当地观众的热情支持与关注，衷心希望《大闹天竺》能得到新加坡观众朋友力挺！@大闹天竺 [祈祷][作揖][握手][握手],无,2017-02-01 18:42,iPhone 6 Plus,7001,75,422
2082,甘肃瓜州六小龄童艺术馆就在其大馆内一层 [祈祷][祈祷][祈祷][祈祷][祈祷][祈祷] 玄奘取经博物馆,无,2017-02-01 16:37,iPhone 6 Plus,4212,43,142
2083,北京潘家园现在进行时[呲牙][good][握手][耶][作揖][祈祷],无,2017-02-01 15:33,iPhone 6 Plus,9939,84,562
2084,正月初五迎财神，恭喜发财！,无,2017-02-01 13:23,360安全浏览器,11718,1019,501
2085,@王宝强 导演的 #电影大闹天竺# 将于2月2日起在澳洲、新西兰上映，我曾于2007年2月在悉尼歌剧院参加《2007悉尼春节文艺晚会》演出，第一次在悉尼歌剧院的舞台上出现孙悟空的艺术形象，1995年到新西兰录制央视国际频道新春特别节目，两国人民热情淳朴，真诚友好，衷心希望《大闹天竺》能得到澳新及海内外观众朋友的关注与支持！不同情 是我们给王宝强最大的鼓励 《大闹天竺》周四上映,无,2017-02-01 09:43,360安全浏览器,5728,90,313
2086,1月26日在北京人民大会堂参加春节团拜会时有记者帮忙拍下了很多珍贵的照片，请这些记者方便时将照片发往 jintong2011125@163.com ，谢谢！,无,2017-01-31 14:59,360安全浏览器,7839,44,314
2087,"转发理由:我在宁波拍摄喜剧电影《财迷》时得到宁波观众的大力支持，央视版《西游记》的《困囚五行山》中唐僧在讲坛上讲经的戏是在宁波的名胜古迹天童寺拍的，希望我参演的电影《大闹天竺》继续得到宁波观众的支持！@王宝强 作为青年演员首次任导演，希望大家给予他更多支持，并通过这个戏更多关注西游文化。
原始用户: 大闹天竺
转发内容: 【#大闹天竺# 欢闹中国行】#电影大闹天竺# 今日路演城市：宁波。宝宝@王宝强 今日来宁波，具体地点还请戳[下]",无,2017-01-31 11:01,iPhone 6 Plus,3923,35,257
2088,"转发理由:大《财迷》师徒四人给海内外的观众朋友们拜年啦[呲牙][作揖][祈祷]
原始用户: 电影财迷
转发内容: 迎着新年的鞭炮声，财迷携众主创给大家拜年，祝愿大家鸡年大吉大利！见#财迷#喜事多福气多 财气更多！！几位老师新年快乐[心]@六小龄童 @马德华 @汪粤_ @董董Dora @麦丹影视上海有限公司",无,2017-01-31 09:22,iPhone 6 Plus,4269,80,277
2089,由 @六小龄童工作室 摄影总监 @光影先生1981 张克强拍摄的我在 @王宝强 导演的 #电影大闹天竺# 中的拍摄花絮之六，是最后父子相认的场景，我真的一个字都没说哦！ http://t.cn/RxTPcZf .,无,2017-01-30 15:58,秒拍网页版,5074,82,387
